ID,Category,Subcategory,Source,Name,Severity,Version,Effects,Description
NIST SP 800-53 Rev. 5 PL-2,Planning,System Security and Privacy Plans,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Establish security requirements for the manufacturing of connected devices](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fafbecd30-37ee-a27b-8e09-6ac49951a0ee),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0279.json),Manual; Disabled,CMA_0279 - Establish security requirements for the manufacturing of connected devices
NIST SP 800-53 Rev. 5 AC-20,Access Control,Use of External Systems,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Establish terms and conditions for accessing resources](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F3c93dba1-84fd-57de-33c7-ef0400a08134),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1076.json),Manual; Disabled,CMA_C1076 - Establish terms and conditions for accessing resources
NIST SP 800-53 Rev. 5 AC-20,Access Control,Use of External Systems,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Establish terms and conditions for processing resources](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F5715bf33-a5bd-1084-4e19-bc3c83ec1c35),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1077.json),Manual; Disabled,CMA_C1077 - Establish terms and conditions for processing resources
NIST SP 800-53 Rev. 5 PS-7,Personnel Security,External Personnel Security,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Establish third-party personnel security requirements](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F3881168c-5d38-6f04-61cc-b5d87b2c4c58),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1529.json),Manual; Disabled,CMA_C1529 - Establish third-party personnel security requirements
NIST SP 800-53 Rev. 5 SC-18,System and Communications Protection,Mobile Code,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Establish usage restrictions for mobile code technologies](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fffdaa742-0d6f-726f-3eac-6e6c34e36c93),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1652.json),Manual; Disabled,CMA_C1652 - Establish usage restrictions for mobile code technologies
NIST SP 800-53 Rev. 5 CP-4 (2),Contingency Planning,Alternate Processing Site,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Evaluate alternate processing site capabilities](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F60442979-6333-85f0-84c5-b887bac67448),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1266.json),Manual; Disabled,CMA_C1266 - Evaluate alternate processing site capabilities
NIST SP 800-53 Rev. 5 IR-4,Incident Response,Incident Handling,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Execute actions in response to information spills](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fba78efc6-795c-64f4-7a02-91effbd34af9),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0281.json),Manual; Disabled,CMA_0281 - Execute actions in response to information spills
NIST SP 800-53 Rev. 5 IR-7 (1),Incident Response,Automation Support for Availability of Information and Support,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Execute actions in response to information spills](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fba78efc6-795c-64f4-7a02-91effbd34af9),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0281.json),Manual; Disabled,CMA_0281 - Execute actions in response to information spills
NIST SP 800-53 Rev. 5 IR-9,Incident Response,Information Spillage Response,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Execute actions in response to information spills](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fba78efc6-795c-64f4-7a02-91effbd34af9),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0281.json),Manual; Disabled,CMA_0281 - Execute actions in response to information spills
NIST SP 800-53 Rev. 5 SC-15,System and Communications Protection,Collaborative Computing Devices and Applications,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Explicitly notify use of collaborative computing devices](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F62fa14f0-4cbe-762d-5469-0899a99b98aa),Low,[1.1.1](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1649.json),Manual; Disabled,CMA_C1649 - Explicitly notify use of collaborative computing devices
NIST SP 800-53 Rev. 5 AC-21,Access Control,Information Sharing,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Facilitate information sharing](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fa44c9fba-43f8-4b7b-7ee6-db52c96b4366),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0284.json),Manual; Disabled,CMA_0284 - Facilitate information sharing
NIST SP 800-53 Rev. 5 SI-11,System and Information Integrity,Error Handling,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Generate error messages](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fc2cb4658-44dc-9d11-3dad-7c6802dd5ba3),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1724.json),Manual; Disabled,CMA_C1724 - Generate error messages
NIST SP 800-53 Rev. 5 SI-5,System and Information Integrity,"Security Alerts, Advisories, and Directives",NIST SP 800-53 Rev. 5 Regulatory Compliance,[Generate internal security alerts](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F171e377b-5224-4a97-1eaa-62a3b5231dac),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1704.json),Manual; Disabled,CMA_C1704 - Generate internal security alerts
CIS Microsoft Azure Foundations Benchmark recommendation 4.1.6,4.1,Ensure that 'Auditing' Retention is 'greater than 90 days',CIS Microsoft Azure Foundations Benchmark 2.0.0,[Govern and monitor audit processing activities](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F333b4ada-4a02-0648-3d4d-d812974f1bb2),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0289.json),Manual; Disabled,CMA_0289 - Govern and monitor audit processing activities
CIS Microsoft Azure Foundations Benchmark recommendation 4.3.6,4.3,Ensure Server Parameter 'log_retention_days' is greater than 3 days for PostgreSQL Database Server,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Govern and monitor audit processing activities](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F333b4ada-4a02-0648-3d4d-d812974f1bb2),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0289.json),Manual; Disabled,CMA_0289 - Govern and monitor audit processing activities
CIS Microsoft Azure Foundations Benchmark recommendation 5.4,5,Ensure that Azure Monitor Resource Logging is Enabled for All Services that Support it,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Govern and monitor audit processing activities](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F333b4ada-4a02-0648-3d4d-d812974f1bb2),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0289.json),Manual; Disabled,CMA_0289 - Govern and monitor audit processing activities
NIST SP 800-53 Rev. 5 AU-4,Audit and Accountability,Audit Log Storage Capacity,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Govern and monitor audit processing activities](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F333b4ada-4a02-0648-3d4d-d812974f1bb2),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0289.json),Manual; Disabled,CMA_0289 - Govern and monitor audit processing activities
NIST SP 800-53 Rev. 5 AU-5,Audit and Accountability,Response to Audit Logging Process Failures,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Govern and monitor audit processing activities](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F333b4ada-4a02-0648-3d4d-d812974f1bb2),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0289.json),Manual; Disabled,CMA_0289 - Govern and monitor audit processing activities
NIST SP 800-53 Rev. 5 CM-6 (1),Configuration Management,"Automated Management, Application, and Verification",NIST SP 800-53 Rev. 5 Regulatory Compliance,[Govern compliance of cloud service providers](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F5c33538e-02f8-0a7f-998b-a4c1e22076d3),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0290.json),Manual; Disabled,CMA_0290 - Govern compliance of cloud service providers
NIST SP 800-53 Rev. 5 AC-1,Access Control,Policy and Procedures,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Govern policies and procedures](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F1a2a03a4-9992-5788-5953-d8f6615306de),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0292.json),Manual; Disabled,CMA_0292 - Govern policies and procedures
NIST SP 800-53 Rev. 5 AU-1,Audit and Accountability,Policy and Procedures,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Govern policies and procedures](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F1a2a03a4-9992-5788-5953-d8f6615306de),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0292.json),Manual; Disabled,CMA_0292 - Govern policies and procedures
NIST SP 800-53 Rev. 5 SA-2,System and Services Acquisition,Allocation of Resources,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Govern the allocation of resources](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F33d34fac-56a8-1c0f-0636-3ed94892a709),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0293.json),Manual; Disabled,CMA_0293 - Govern the allocation of resources
NIST SP 800-53 Rev. 5 SC-6,System and Communications Protection,Resource Availability,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Govern the allocation of resources](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F33d34fac-56a8-1c0f-0636-3ed94892a709),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0293.json),Manual; Disabled,CMA_0293 - Govern the allocation of resources
NIST SP 800-53 Rev. 5 AC-14,Access Control,Permitted Actions Without Identification or Authentication,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify actions allowed without authentication](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F92a7591f-73b3-1173-a09c-a08882d84c70),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0295.json),Manual; Disabled,CMA_0295 - Identify actions allowed without authentication
CIS Microsoft Azure Foundations Benchmark recommendation 1.1.1,1.1,Ensure Security Defaults is enabled on Azure Active Directory,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Identify and authenticate network devices](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fae5345d5-8dab-086a-7290-db43a3272198),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0296.json),Manual; Disabled,CMA_0296 - Identify and authenticate network devices
CIS Microsoft Azure Foundations Benchmark recommendation 1.1.4,1.1,Ensure that 'Allow users to remember multi-factor authentication on devices they trust' is Disabled,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Identify and authenticate network devices](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fae5345d5-8dab-086a-7290-db43a3272198),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0296.json),Manual; Disabled,CMA_0296 - Identify and authenticate network devices
CIS Microsoft Azure Foundations Benchmark recommendation 1.22,1,Ensure that 'Require Multi-Factor Authentication to register or join devices with Azure AD' is set to 'Yes',CIS Microsoft Azure Foundations Benchmark 2.0.0,[Identify and authenticate network devices](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fae5345d5-8dab-086a-7290-db43a3272198),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0296.json),Manual; Disabled,CMA_0296 - Identify and authenticate network devices
NIST SP 800-53 Rev. 5 AC-18 (1),Access Control,Authentication and Encryption,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify and authenticate network devices](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fae5345d5-8dab-086a-7290-db43a3272198),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0296.json),Manual; Disabled,CMA_0296 - Identify and authenticate network devices
NIST SP 800-53 Rev. 5 IA-8,Identification and Authentication,Identification and Authentication (non-organizational Users),NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify and authenticate non-organizational users](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fe1379836-3492-6395-451d-2f5062e14136),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1346.json),Manual; Disabled,CMA_C1346 - Identify and authenticate non-organizational users
CIS Microsoft Azure Foundations Benchmark recommendation 3.9,3,Ensure 'Allow Azure services on the trusted services list to access this storage account' is Enabled for Storage Account Access,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Identify and manage downstream information exchanges](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fc7fddb0e-3f44-8635-2b35-dc6b8e740b7c),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0298.json),Manual; Disabled,CMA_0298 - Identify and manage downstream information exchanges
CIS Microsoft Azure Foundations Benchmark recommendation 4.3.7,4.3,Ensure 'Allow access to Azure services' for PostgreSQL Database Server is disabled,CIS Microsoft Azure Foundations Benchmark 2.0.0,[Identify and manage downstream information exchanges](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fc7fddb0e-3f44-8635-2b35-dc6b8e740b7c),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0298.json),Manual; Disabled,CMA_0298 - Identify and manage downstream information exchanges
NIST SP 800-53 Rev. 5 AC-4 (21),Access Control,Physical or Logical Separation of Information Flows,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify and manage downstream information exchanges](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fc7fddb0e-3f44-8635-2b35-dc6b8e740b7c),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0298.json),Manual; Disabled,CMA_0298 - Identify and manage downstream information exchanges
NIST SP 800-53 Rev. 5 CP-6 (3),Contingency Planning,Accessibility,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify and mitigate potential issues at alternate storage site](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F13939f8c-4cd5-a6db-9af4-9dfec35e3722),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1271.json),Manual; Disabled,CMA_C1271 - Identify and mitigate potential issues at alternate storage site
NIST SP 800-53 Rev. 5 IR-4 (3),Incident Response,Continuity of Operations,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify classes of Incidents and Actions taken](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F23d1a569-2d1e-7f43-9e22-1f94115b7dd5),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1365.json),Manual; Disabled,CMA_C1365 - Identify classes of Incidents and Actions taken
NIST SP 800-53 Rev. 5 IR-9,Incident Response,Information Spillage Response,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify contaminated systems and components](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F279052a0-8238-694d-9661-bf649f951747),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0300.json),Manual; Disabled,CMA_0300 - Identify contaminated systems and components
NIST SP 800-53 Rev. 5 SA-9 (2),System and Services Acquisition,"Identification of Functions, Ports, Protocols, and Services",NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify external service providers](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F46ab2c5e-6654-1f58-8c83-e97a44f39308),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1591.json),Manual; Disabled,CMA_C1591 - Identify external service providers
NIST SP 800-53 Rev. 5 IR-7 (2),Incident Response,Coordination with External Providers,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify incident response personnel](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F037c0089-6606-2dab-49ad-437005b5035f),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0301.json),Manual; Disabled,CMA_0301 - Identify incident response personnel
NIST SP 800-53 Rev. 5 SA-3,System and Services Acquisition,System Development Life Cycle,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify individuals with security roles and responsibilities](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F0dcbaf2f-075e-947b-8f4c-74ecc5cd302c),Low,[1.1.1](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1566.json),Manual; Disabled,CMA_C1566 - Identify individuals with security roles and responsibilities
NIST SP 800-53 Rev. 5 IR-9,Incident Response,Information Spillage Response,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify spilled information](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F69d90ee6-9f9f-262a-2038-d909fb4e5723),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0303.json),Manual; Disabled,CMA_0303 - Identify spilled information
NIST SP 800-53 Rev. 5 IA-4 (4),Identification and Authentication,Identify User Status,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Identify status of individual users](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fca748dfe-3e28-1d18-4221-89aea30aa0a5),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1316.json),Manual; Disabled,CMA_C1316 - Identify status of individual users
NIST SP 800-53 Rev. 5 IR-4 (6),Incident Response,Insider Threats,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement Incident handling capability](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F98e33927-8d7f-6d5f-44f5-2469b40b7215),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_C1367.json),Manual; Disabled,CMA_C1367 - Implement Incident handling capability
NIST SP 800-53 Rev. 5 SC-20,System and Communications Protection,Secure Name/address Resolution Service (authoritative Source),NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement a fault tolerant name/address service](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fced727b3-005e-3c5b-5cd5-230b79d56ee8),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0305.json),Manual; Disabled,CMA_0305 - Implement a fault tolerant name/address service
NIST SP 800-53 Rev. 5 SC-21,System and Communications Protection,Secure Name/address Resolution Service (recursive or Caching Resolver),NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement a fault tolerant name/address service](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fced727b3-005e-3c5b-5cd5-230b79d56ee8),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0305.json),Manual; Disabled,CMA_0305 - Implement a fault tolerant name/address service
NIST SP 800-53 Rev. 5 SC-22,System and Communications Protection,Architecture and Provisioning for Name/address Resolution Service,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement a fault tolerant name/address service](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fced727b3-005e-3c5b-5cd5-230b79d56ee8),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0305.json),Manual; Disabled,CMA_0305 - Implement a fault tolerant name/address service
NIST SP 800-53 Rev. 5 PE-13 (1),Physical and Environmental Protection,Detection Systems ??? Automatic Activation and Notification,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement a penetration testing methodology](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2Fc2eabc28-1e5c-78a2-a712-7cc176c44c07),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0306.json),Manual; Disabled,CMA_0306 - Implement a penetration testing methodology
CIS Microsoft Azure Foundations Benchmark recommendation 2.1.14,2.1,Ensure Any of the ASC Default Policy Settings are Not Set to 'Disabled',CIS Microsoft Azure Foundations Benchmark 2.0.0,[Implement an automated configuration management tool](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F33832848-42ab-63f3-1a55-c0ad309d44cd),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0311.json),Manual; Disabled,CMA_0311 - Implement an automated configuration management tool
NIST SP 800-53 Rev. 5 CM-2,Configuration Management,Baseline Configuration,NIST SP 800-53 Rev. 5 Regulatory Compliance,[Implement an automated configuration management tool](https://portal.azure.com/#blade/Microsoft_Azure_Policy/PolicyDetailBlade/definitionId/%2Fproviders%2FMicrosoft.Authorization%2FpolicyDefinitions%2F33832848-42ab-63f3-1a55-c0ad309d44cd),Low,[1.1.0](https://github.com/Azure/azure-policy/blob/master/built-in-policies/policyDefinitions/Regulatory%20Compliance/CMA_0311.json),Manual; Disabled,CMA_0311 - Implement an automated configuration management tool
